v5,v6,v7,v8,v9,v10,v11,v12,v13,v14_1,v14_1a,v15_1,v15_1a,v16_1,v16_1a,v17_1,v17_1a,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,split,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,gruppe,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,split3,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,split2,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332_andet,v332_samlet,v333,v334,v336,v337,v338,v340,v341,r10,fdag,fmd,faar,knr,freg,statb,civst,bald,select,sampling,intbald,int_koen,anc,Stillingskode,Tidligerestillingskode,Samletstillingskode,simpel,udvidet,socio,simpel.tidligere,udvidet.tidligere,socio.tidligere,simpelsamlet,udvidetsamlet,sociosamlet,region,weight_1,weight_2,weight_3,weight_4,Postnummer
5,1944,0,100,100,100,100,3,5,200,2,654,8,800,11,640,6,5,5,5,1,1,5,1,5,5,5,5,5,5,5,1,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,7,7,5,6,2,3,2,1,5,5,5,5,5,5,5,1,5,5,3,4,3,2,10,5,6,1,10,8,8,8,2,4,5,8,2,1,3,2,100,2,1,88,7,88,7,7,88,3,3,1,8,3,1,100,100,100,100,100,100,100,100,100,100,100,100,88,7,1,88,10,10,1,4,3,2,3,1,4,15,1,3,3,1,2,1,2,4,2,4,5,4,3,3,2,3,3,2,3,2,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,2,2,1,4,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,5,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,4,2,3,2,1,1,3,3,2,10,2,2,2,2,2,3,2,3,2,1,3,3,2,2,3,2,10,4,5,10,0,7,6,9,0,4,3,3,5,3,1,3,5,3,4,4,3,5,3,2,3,4,3,4,4,3,4,4,2,4,3,4,1,3,3,1,5,3,1,1,4,1,10,10,10,10,10,10,10,10,10,5,3,1,5,2,3,1,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,1,1,8,7,1,1,3,6,1,1,1,5,1,1,5,1,1,4,4,1,4,5,100,,,3,100,4,3,10,10,10,1,7,7,1944,510,543,5100,F,67,0.372093023255814,2.6875,71,1,5,31310,,31310,3,4,133,,,,3,4,133,3,1.43401436810087,1.07088537777171,1.28145080136695,1.13932374286169,6100
1,1966,0,100,100,100,100,1,6,200,2,650,8,9,,,,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,1,5,5,3,1,5,5,5,5,5,5,5,1,5,7,7,3,4,3,8,5,5,10,10,10,10,10,10,10,10,10,10,7,5,5,7,3,6,7,8,0,6,7,7,4,5,7,8,4,1,8,2,100,3,1,7,7,2,7,7,2,8,3,9,5,3,9,100,100,100,100,100,100,100,100,100,100,100,100,7,7,2,7,7,2,7,4,2,2,1,2,1,15,4,3,3,1,2,1,1,3,3,4,4,3,3,3,4,4,4,3,3,2,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,2,1,4,1,3,2,2,2,2,4,2,3,2,4,4,3,4,3,4,2,2,3,3,3,2,4,4,3,3,2,3,2,3,3,3,4,3,2,2,2,3,3,3,7,1,2,3,8,3,2,2,2,3,3,3,3,2,2,3,2,7,5,6,8,3,7,8,8,1,4,5,3,5,4,1,3,5,2,5,4,3,5,3,4,3,5,3,3,3,3,5,3,2,3,5,3,2,10,10,10,10,10,10,10,10,10,3,5,2,5,8,1,3,5,2,3,2,2,5,2,3,3,4,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,5,5,3,3,1,5,5,5,5,1,10,10,1,4,6,1,9,1,1,,1,1,100,1,3,10,10,2,71,2,8,1966,510,515,5100,U,45,0.425287356321839,2.35135135135135,71,1,5,82900,,82900,5,8,134,,,,5,8,134,3,0.686327760205958,0.947578343478117,0.678977639734925,0.764057188543655,6100
1,1966,2,0,1,1,100,2,5,210,3,250,2,432,2,410,2,5,5,5,5,1,5,5,1,5,1,5,5,5,1,5,5,5,5,5,3,1,5,5,5,5,5,1,5,5,1,2,7,3,2,5,8,5,5,10,10,10,10,10,10,10,10,10,10,6,0,0,5,0,0,6,9,0,0,0,0,0,0,5,9,0,5,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,10,10,10,10,10,7,7,7,10,7,7,10,8,10,3,1,2,3,4,9,3,2,3,2,2,1,2,4,3,4,5,4,5,3,4,5,4,4,1,1,3,1,1,1,2,3,2,2,1,1,2,1,1,1,1,3,2,3,2,2,2,1,2,4,3,5,1,2,2,1,2,3,1,1,5,3,3,4,5,3,3,2,3,1,2,3,5,4,1,4,4,1,3,5,2,4,3,2,3,3,1,3,5,3,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,4,3,6,1,2,7,7,1,1,8,3,4,4,1,3,5,1,8,8,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,10,10,10,10,10,10,10,10,10,5,5,5,5,5,1,5,5,1,10,10,10,10,10,10,10,10,10,8,8,5,8,8,8,8,1,5,5,5,1,5,5,1,1,5,5,175,8,88,88,88,5,11,3,3,1,5,5,5,1,1,10,1,1,4,3,1,4,1,18,2,19,1,100,2,2,10,10,2,1,22,2,1966,510,515,5100,G,45,0.425287356321839,2.35135135135135,71,1,5,93300,,93300,5,8,135,,,,5,8,135,3,1.0202473254276,0.947578343478117,1.04114988830986,1.13932374286169,6100
5,1937,0,100,100,100,100,5,5,200,2,631,6,650,8,622,7,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,1,5,5,5,1,1,5,5,5,5,1,5,5,5,5,7,7,5,1,3,8,5,5,10,10,10,10,10,10,10,10,10,10,7,0,3,5,0,6,2,10,0,2,4,6,0,5,3,10,0,1,8,2,100,1,1,8,10,2,2,8,2,10,3,1,3,8,1,100,100,100,100,100,100,100,100,100,100,100,100,88,7,88,10,10,88,7,7,3,2,4,3,1,2,4,4,4,1,1,1,1,2,4,4,5,4,8,8,8,8,8,8,2,8,2,1,2,1,2,2,2,2,2,2,2,8,8,8,8,3,1,2,1,1,2,1,1,4,1,5,2,2,2,4,1,1,1,1,8,1,3,5,1,4,1,1,8,8,5,1,5,5,1,1,1,3,1,1,1,1,4,2,1,1,3,2,3,3,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,2,3,7,0,6,10,6,0,4,2,2,5,3,1,2,5,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,5,1,1,5,2,1,1,5,1,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,99,99,3,6,1,5,1,1,1,1,10,9,9,4,6,1,4,5,100,,,9,100,10,10,1,4,10,1,27,8,1937,580,545,5100,E,74,0.44,2.27272727272727,67,2,15,99911,13141,99911,6,9,32,1,1,11,6,9,32,3,1.1278893230699,0.95940073074833,1.15054593519511,1.13932374286169,6200
1,1966,1,0,1,100,100,2,5,200,2,650,8,850,10,850,10,5,5,5,5,1,1,1,5,5,5,5,5,5,5,1,1,1,5,5,3,1,5,5,5,5,5,5,5,5,5,7,7,5,3,6,8,5,5,10,10,10,10,10,10,10,10,10,10,7,0,4,8,0,7,7,9,0,0,5,5,0,2,7,8,2,1,8,1,100,2,1,7,7,4,1,7,4,8,8,9,8,8,4,100,100,100,100,100,100,100,100,100,100,100,100,8,8,3,7,8,3,8,1,8,2,3,4,1,7,1,1,2,2,2,1,2,3,2,4,3,4,3,2,3,3,3,3,1,2,1,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,1,2,1,3,1,3,1,1,1,1,3,2,1,1,5,4,4,5,1,4,1,1,4,2,3,1,5,2,3,2,1,2,2,4,2,3,4,4,2,1,2,2,2,2,9,1,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,10,3,4,8,0,5,9,8,1,5,4,3,5,2,1,2,4,3,5,4,2,5,3,2,2,5,3,4,4,4,4,4,3,4,4,4,2,10,10,10,10,10,10,10,10,10,4,4,2,4,3,2,2,5,2,5,4,2,5,2,2,2,4,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,4,88,88,88,15,20,3,2,1,5,1,5,1,1,10,1,1,4,5,1,2,5,100,,,1,100,2,3,10,10,4,1,7,3,1966,580,545,5100,G,45,0.425287356321839,2.35135135135135,67,2,15,12310,,12310,2,2,131,,,,2,2,131,3,1.0202473254276,0.947578343478117,1.04114988830986,1.13932374286169,6200
1,1958,1,0,0,1,100,2,7,200,2,640,6,850,10,800,11,5,5,5,1,5,1,1,5,5,5,5,5,5,5,1,5,1,5,5,2,1,5,5,5,5,5,5,5,5,5,6,7,1,2,3,1,3,5,10,10,10,10,10,10,10,10,10,10,1,8,4,3,5,0,0,5,4,6,5,5,4,1,1,5,5,1,1,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,5,2,2,1,1,12,2,2,3,2,2,1,2,4,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,1,8,1,2,1,2,2,5,4,4,3,4,4,4,3,3,4,4,2,2,3,3,4,3,2,2,3,3,3,3,3,3,4,2,3,4,3,4,4,2,2,2,8,1,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,5,5,6,8,3,9,6,6,1,3,4,3,4,2,1,3,4,3,2,3,3,4,3,3,4,4,2,4,3,2,4,8,3,2,5,4,2,10,10,10,10,10,10,10,10,10,3,3,3,3,8,2,3,3,3,10,10,10,10,10,10,10,10,10,3,3,4,2,8,3,3,3,3,5,5,1,5,5,5,1,5,5,175,8,1,8,7,9,10,3,4,5,5,5,5,5,5,10,10,10,4,4,1,3,1,4,,4,1,100,1,3,10,10,2,71,20,9,1958,580,545,5100,G,52,0.388235294117647,2.57575757575758,,,,81620,,81620,5,8,134,,,,5,8,134,3,0.958422543291392,0.877344304865056,1.01614754356459,1.13932374286169,6200
1,1952,0,100,100,100,100,2,5,200,2,210,3,640,6,3,,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,1,1,5,5,5,1,5,1,5,5,1,7,7,3,2,2,1,5,5,10,10,10,10,10,10,10,10,10,10,1,8,5,3,4,0,0,0,4,8,7,2,3,0,0,0,7,1,1,1,100,3,1,88,7,2,88,7,2,1,5,1,3,5,1,100,100,100,100,100,100,100,100,100,100,100,100,88,88,9,3,3,9,1,1,3,2,1,1,1,12,2,2,3,2,1,2,2,1,1,5,8,4,3,4,4,4,4,5,2,1,2,1,2,1,1,2,3,2,3,2,2,2,8,2,8,2,2,3,2,1,2,1,2,2,2,1,1,3,4,4,2,2,2,8,4,4,3,8,5,5,1,5,2,8,8,2,4,3,4,2,2,2,2,5,8,4,4,5,1,3,4,3,2,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,5,3,2,4,10,10,10,2,4,5,2,4,8,1,1,5,4,3,3,2,4,1,2,1,4,4,3,4,2,4,2,2,1,5,3,1,3,4,1,3,1,1,1,5,3,10,10,10,10,10,10,10,10,10,3,2,1,4,1,8,1,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,7,12,3,4,1,5,5,5,1,1,10,1,1,4,6,1,8,1,18,2,19,1,100,3,2,10,10,2,71,10,3,1952,580,7011,5100,G,59,0.354838709677419,2.81818181818182,67,2,15,34600,,34600,3,4,133,,,,3,4,133,3,0.644737781784812,0.877344304865056,0.662672558964533,0.764057188543655,6200
1,1942,0,100,100,100,100,1,5,200,2,800,11,9,,,,5,5,5,1,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,2,1,5,5,1,5,5,5,5,5,5,7,7,3,1,1,8,5,5,10,10,10,10,10,10,10,10,10,10,7,5,7,8,3,6,4,10,1,8,8,5,5,8,4,9,4,1,8,8,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,88,88,8,1,1,3,8,7,2,7,7,2,1,1,8,1,1,1,1,14,2,2,3,2,2,8,2,1,3,4,4,3,2,3,4,4,3,3,3,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,1,4,1,3,2,2,3,4,4,3,3,4,4,4,2,4,4,5,2,2,4,2,5,2,4,5,3,4,2,3,2,2,4,4,4,4,2,3,3,2,2,8,7,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,8,3,6,9,2,8,10,8,0,4,5,3,5,3,1,4,5,4,4,3,3,4,3,2,2,4,2,3,4,2,4,3,2,4,4,4,2,10,10,10,10,10,10,10,10,10,3,4,3,4,3,1,3,4,3,10,10,10,10,10,10,10,10,10,2,3,5,2,3,3,3,1,3,5,5,1,5,5,5,1,5,5,175,8,1,8,7,3,3,3,4,1,5,5,5,1,1,10,1,1,4,8,1,5,5,100,,,9,100,10,10,1,2,10,71,28,1,1942,580,537,5100,U,69,0.348837209302326,2.86666666666667,,,,99911,34160,99911,6,9,32,3,4,133,6,9,32,3,0.806499857169139,0.75125620316486,0.875999286786839,1.13932374286169,6200
5,1940,0,100,100,100,100,2,6,1,17,9,,640,6,9,,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,2,1,5,5,5,1,5,5,5,5,5,7,7,5,3,2,1,5,5,10,10,10,10,10,10,10,10,10,10,1,8,4,2,4,2,2,3,3,9,6,1,3,1,1,4,4,1,1,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,10,10,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,1,1,1,3,1,2,3,4,10,2,3,4,2,1,1,2,2,3,4,8,3,3,4,4,8,3,2,2,2,3,1,2,1,1,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,2,1,1,2,1,1,2,1,1,4,3,2,5,2,2,3,1,2,2,1,2,2,3,4,5,3,5,2,4,5,3,2,4,4,2,2,2,2,3,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,6,8,5,9,9,9,4,4,4,3,4,3,1,3,4,3,4,4,3,4,3,2,3,4,3,4,4,3,4,8,8,3,4,4,1,2,3,2,3,8,1,3,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,2,4,8,8,8,4,4,5,5,1,5,5,5,1,5,5,175,8,1,8,7,5,6,2,10,5,1,5,5,1,8,5,1,10,4,1,1,4,1,6,,6,9,100,10,10,1,2,10,1,8,11,1940,580,545,5100,G,70,0.44,2.27272727272727,67,2,15,99911,34391,99911,6,9,32,2,2,133,6,9,32,3,1.08872668668932,0.95940073074833,1.15054593519511,1.13932374286169,6230
1,1965,2,0,2,100,100,2,6,550,12,280,3,650,8,210,3,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,1,5,5,3,1,5,5,1,5,5,1,5,5,5,1,0,5,1,2,12,1,5,10,10,10,10,10,10,10,10,10,10,6,1,0,5,3,0,10,8,1,0,0,5,1,11,10,9,11,1,7,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,10,8,8,8,10,10,8,10,10,8,7,10,9,7,10,10,1,1,8,2,3,1,4,7,2,3,2,2,2,1,2,4,2,2,4,4,5,3,3,4,4,3,3,1,2,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,1,1,1,3,3,5,1,4,3,1,2,1,1,1,5,4,3,4,5,4,4,1,3,1,2,4,1,5,2,4,4,1,2,5,1,2,3,2,4,1,1,4,4,4,8,1,2,2,2,1,2,3,2,2,1,2,3,2,2,2,2,8,1,1,6,3,88,8,10,1,5,3,2,4,5,1,2,4,1,5,4,3,5,8,3,2,4,3,4,3,2,4,8,3,2,5,3,1,4,3,2,4,8,1,2,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,3,5,2,8,4,4,2,5,5,5,1,5,5,1,1,5,5,175,8,99,8,7,7,10,3,3,1,5,5,5,1,5,10,5,10,4,2,1,3,1,16,,16,1,100,1,3,10,10,1,1,24,1,1965,580,529,5100,G,46,0.425287356321839,2.35135135135135,67,2,15,72222,,72222,4,7,134,,,,4,7,134,3,0.907231531721842,0.947578343478117,1.04114988830986,1.13932374286169,6230
1,1949,1,0,0,0,1,2,6,550,12,320,4,9,,211,3,5,5,1,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,3,1,5,5,5,5,5,5,5,5,5,7,7,2,5,6,8,5,5,10,10,10,10,10,10,10,10,10,10,7,7,2,3,4,3,6,8,1,5,2,3,5,3,5,8,9,5,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,88,8,1,8,88,1,10,1,8,1,9,8,88,7,88,10,10,1,4,9,3,1,2,3,4,4,3,4,4,1,1,1,1,2,4,5,5,4,4,3,4,4,4,3,1,1,1,2,2,1,2,1,3,3,3,1,3,3,3,2,1,3,2,2,8,1,2,1,2,8,3,1,2,2,1,1,1,1,1,1,5,1,2,1,5,2,5,1,1,1,4,2,5,3,5,4,4,1,5,5,1,5,2,2,2,1,1,4,3,4,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,4,2,7,3,5,7,7,2,4,8,4,4,8,1,8,8,1,2,2,3,3,3,3,3,3,2,9,9,9,9,9,9,9,9,9,2,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,1,10,10,10,10,10,10,10,10,10,4,3,3,3,3,3,3,3,3,5,5,1,5,5,5,1,5,5,175,8,1,88,7,3,8,3,3,1,5,5,5,5,5,10,10,10,4,2,1,4,1,1,,1,8,100,10,10,1,2,10,1,9,2,1949,580,7510,5100,G,62,0.344086021505376,2.90625,67,2,15,99970,83242,99970,6,9,32,5,8,134,6,9,32,3,0.806499857169139,0.75125620316486,0.875999286786839,1.13932374286169,6230
5,1990,0,100,100,100,100,1,6,210,3,623,7,9,,9,,5,5,1,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,2,1,5,5,5,5,5,1,1,5,5,2,1,3,1,5,7,2,1,5,5,1,5,5,5,5,5,5,5,13,6,11,7,6,11,10,7,11,3,7,5,5,11,10,7,11,1,7,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,88,8,1,1,8,88,1,88,1,88,88,88,88,88,88,7,88,1,1,2,3,4,9,2,2,1,2,1,1,2,3,4,4,8,4,3,3,3,8,3,3,2,2,2,1,2,1,2,3,3,3,3,2,3,1,1,1,1,3,1,2,2,2,2,1,2,3,1,1,1,1,3,2,1,2,2,3,5,1,5,1,5,1,3,5,1,1,3,5,1,5,4,5,5,1,2,2,1,4,1,1,2,1,1,4,2,3,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,3,8,3,88,10,8,88,8,8,2,8,8,1,8,8,2,3,8,2,3,8,2,3,8,2,3,3,4,3,8,4,2,8,5,1,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,4,2,8,3,3,8,3,5,5,5,5,5,5,5,5,1,175,1,88,88,88,1,1,1,10,5,5,5,5,1,1,10,5,5,2,6,2,100,1,9,,9,5,100,10,10,10,10,10,1,2,4,1990,580,529,5100,U,21,0.589473684210526,1.69642857142857,67,2,15,99964,,99964,7,10,31,,,,7,10,31,3,1.89799190524724,0.997414906819661,1.35677085180804,1.71509053156926,6230
1,1945,0,100,100,100,100,2,7,290,2,800,11,90,17,903,16,5,5,1,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,7,2,3,1,3,9,5,5,10,10,10,10,10,10,10,10,10,10,9,7,3,0,8,0,0,2,10,9,3,1,7,0,0,1,8,1,9,1,100,2,1,9,7,9,9,7,9,1,8,1,3,8,9,100,100,100,100,100,100,100,100,100,100,100,100,88,3,1,88,88,9,1,1,3,1,3,2,1,10,1,1,1,2,1,2,2,2,4,5,5,3,4,3,8,2,2,2,1,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,3,2,1,1,1,1,5,5,5,1,5,5,5,8,5,5,8,5,4,1,8,1,4,1,5,5,3,3,3,5,5,1,5,5,5,1,2,2,2,3,3,9,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,3,0,4,5,9,3,9,10,8,0,3,4,3,4,8,1,2,4,4,3,3,2,4,1,3,2,4,4,3,4,2,4,8,8,2,5,5,2,10,10,10,10,10,10,10,10,10,4,4,2,4,8,1,3,5,5,4,3,1,4,1,3,2,5,5,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,2,5,3,3,1,1,5,5,5,5,4,10,10,3,4,1,8,1,1,,1,9,100,10,10,1,1,10,71,12,3,1945,550,541,5100,G,66,0.348837209302326,2.86666666666667,,,,99911,21450,99911,6,9,32,2,3,132,6,9,32,3,0.410295119680671,0.75125620316486,0.57127598516823,0.764057188543655,6240
1,1943,0,100,100,100,100,3,6,10,17,,,,,,,5,5,5,1,5,5,1,5,1,5,5,5,5,5,1,1,5,5,5,3,1,5,5,5,5,5,5,5,5,5,7,7,3,1,1,99,5,5,10,10,10,10,10,10,10,10,10,10,99,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,5,100,10,99,3,2,100,100,100,100,100,100,100,100,100,100,100,100,99,99,99,99,99,99,99,99,99,99,99,99,88,88,88,88,88,88,88,88,88,1,2,1,1,6,3,1,9,3,3,3,3,4,5,5,3,5,3,8,8,3,3,2,1,1,2,3,2,1,1,3,3,3,2,1,3,3,3,2,2,3,2,3,8,2,2,1,2,8,2,1,5,5,5,5,2,2,5,1,1,5,5,5,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,1,1,5,8,5,1,1,1,8,1,5,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,77,77,77,77,77,77,77,77,77,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,5,5,1,5,5,5,1,5,5,175,8,88,88,88,88,88,1,10,5,5,5,5,5,5,10,10,10,4,1,1,3,1,1,,1,9,100,10,10,1,1,10,71,16,5,1943,550,513,5100,F,68,0.348837209302326,2.86666666666667,,,,99911,71223,99911,6,9,32,4,7,134,6,9,32,,,,,,6270
1,1956,2,0,0,1,1,1,6,200,2,210,3,3,,3,,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1,5,5,5,1,5,1,1,5,5,7,1,5,3,1,8,5,5,10,10,10,10,10,10,10,10,10,10,7,3,4,3,1,5,1,8,0,3,4,3,2,5,1,8,0,1,8,2,100,2,1,8,7,2,2,7,4,8,3,4,1,3,4,100,100,100,100,100,100,100,100,100,100,100,100,10,7,1,7,7,1,7,1,3,2,3,1,4,11,2,1,1,1,2,1,2,3,3,4,4,3,3,2,2,2,4,3,2,1,2,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,1,2,2,1,4,2,2,2,4,4,2,3,3,2,2,2,4,5,5,2,4,2,4,3,2,3,4,3,3,2,4,2,2,2,3,4,3,2,2,3,2,3,3,9,1,2,1,2,3,3,3,2,2,1,3,3,2,2,3,2,7,4,4,9,1,7,9,8,0,4,5,3,5,3,1,3,5,3,4,4,2,5,2,1,3,5,4,4,4,3,5,3,2,4,5,4,1,4,4,2,4,3,1,3,5,3,10,10,10,10,10,10,10,10,10,4,3,2,5,3,3,3,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,175,8,1,8,7,6,6,3,3,1,5,5,5,5,1,10,10,5,4,4,1,4,1,18,3,20,1,100,2,3,10,10,2,1,18,5,1956,550,511,5100,U,55,0.354838709677419,2.81818181818182,63,1,3,23590,,23590,3,4,132,,,,3,4,132,3,0.992898003497122,0.877344304865056,1.01614754356459,1.13932374286169,6270
5,1961,1,0,0,1,100,2,6,393,,200,2,800,11,212,3,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,3,1,5,5,5,5,5,5,5,5,1,7,7,5,2,4,8,4,5,10,10,10,10,10,10,10,10,10,10,7,2,3,4,2,11,5,8,2,0,4,3,3,11,5,8,5,8,100,10,8,3,2,100,100,100,100,100,100,100,100,100,100,100,100,8,8,8,8,8,8,8,88,10,10,8,8,7,7,88,7,7,4,7,9,3,2,1,2,1,5,2,1,3,2,1,1,2,3,3,4,5,3,3,3,3,2,3,2,2,1,2,1,1,1,1,3,3,2,2,1,3,3,3,2,2,3,2,3,1,2,2,1,2,4,1,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,2,2,3,2,3,2,4,4,4,4,2,2,2,2,8,3,4,4,2,3,4,2,3,2,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,2,4,8,1,8,8,8,0,3,4,3,4,3,1,3,5,3,4,4,3,5,3,3,3,5,3,4,4,2,4,3,3,3,5,3,1,3,2,1,3,3,1,3,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,4,3,5,5,1,5,5,5,1,5,5,175,1,3,8,7,6,11,3,4,5,5,5,5,1,1,10,1,5,4,6,1,8,1,11,,11,2,32,2,3,10,10,1,71,18,1,1961,540,513,5100,G,50,0.23015873015873,4.3448275862069,,,,32311,,32311,3,4,133,,,,3,4,133,3,0.777761240038454,1.0049932430952,0.789116804721098,0.764057188543655,6300
