v5,v6,v7,v8,v9,v10,v11,v12,v13,v14_1,v14_1a,v15_1,v15_1a,v16_1,v16_1a,v17_1,v17_1a,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,split,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,gruppe,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,split3,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,split2,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320,v321,v322,v323,v324,v325,v326,v327,v328,v329,v330,v331,v332_andet,v332_samlet,v333,v334,v336,v337,v338,v340,v341,r10,fdag,fmd,faar,knr,freg,statb,civst,bald,select,sampling,intbald,int_koen,anc,Stillingskode,Tidligerestillingskode,Samletstillingskode,simpel,udvidet,socio,simpel.tidligere,udvidet.tidligere,socio.tidligere,simpelsamlet,udvidetsamlet,sociosamlet,region,weight_1,weight_2,weight_3,weight_4,Postnummer
5,1946,0,100,100,100,100,2,6,280,3,630,6,650,8,210,3,5,5,5,5,1,5,5,5,1,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,7,3,3,2,4,4,5,5,10,10,10,10,10,10,10,10,10,10,4,5,0,2,10,0,0,0,6,4,2,0,8,0,0,0,5,1,4,1,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,88,88,1,10,10,10,1,1,8,10,10,8,7,7,10,7,7,10,4,4,8,1,2,3,4,6,3,2,9,2,1,2,2,2,4,5,8,5,5,4,8,8,5,5,8,8,8,8,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,2,1,1,3,2,1,1,1,1,3,5,4,3,3,5,4,1,3,1,2,3,5,3,5,5,3,5,1,2,5,1,5,1,1,4,1,1,4,5,3,8,2,1,1,1,3,2,1,2,3,1,1,1,1,3,1,1,0,6,10,10,2,9,77,77,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,997,9,99,99,99,99,99,9,9,9,9,9,9,9,9,10,10,10,9,99,9,99,9,99,,,7,100,10,10,1,9,10,2,17,12,1946,740,7979,5100,G,64,0.393617021276596,2.54054054054054,66,1,4,99912,99900,99912,6,9,32,6,9,3,6,9,32,4,0.833612843445797,0.729988175995497,0.77199064332989,1.04437953684833,8620
5,1987,0,100,100,100,100,3,1,3,,9,,,,,,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,1,5,1,5,3,5,1,4,2,1,5,1,5,1,5,5,5,5,5,5,5,5,1,9,8,3,3,2,4,4,5,8,7,2,8,1,4,3,6,1,1,2,100,3,1,1,7,1,88,1,88,1,3,1,88,3,9,100,100,100,100,100,100,100,100,100,100,100,100,88,88,88,88,7,9,6,9,3,1,1,2,1,13,1,9,4,2,1,2,2,4,2,4,4,4,3,2,2,3,2,2,2,3,1,1,1,1,1,3,3,2,3,3,2,3,1,2,1,2,2,2,2,2,2,1,1,1,3,4,2,8,8,2,4,4,1,4,1,4,4,8,4,3,4,2,3,2,8,2,1,4,8,4,5,8,2,4,2,2,2,2,2,8,2,2,2,3,6,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,1,8,88,5,8,10,1,4,8,8,8,8,1,8,8,2,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,4,3,2,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,998,8,88,88,88,4,6,4,8,5,5,5,5,5,1,10,10,5,4,8,1,4,1,6,,6,1,100,3,1,10,10,3,71,30,6,1987,101,9084,5100,U,24,0.524390243902439,1.90697674418605,,,,31520,,31520,3,4,133,,,,3,4,133,1,1.99442947507351,1.84443860735212,1.92231161727092,1.13932374286169,1157
1,1987,0,100,100,100,100,3,1,200,2,540,12,640,6,800,11,5,5,5,1,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,1,5,5,5,5,1,5,5,5,5,1,7,3,2,2,4,2,5,5,10,10,10,10,10,10,10,10,10,10,2,5,10,4,5,2,0,4,7,5,10,3,1,6,0,4,8,1,2,8,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,2,2,8,2,2,2,2,8,8,1,5,2,7,2,7,7,2,4,4,2,3,1,1,1,9,1,2,2,2,2,1,2,3,3,3,3,4,5,3,2,2,2,2,3,1,2,2,1,1,1,3,3,2,3,2,3,2,2,3,3,2,2,2,2,1,2,1,2,4,2,5,1,1,4,5,5,5,5,5,1,2,1,8,1,5,4,1,3,3,2,1,4,5,4,1,1,5,1,1,5,3,4,5,1,1,5,3,2,2,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,3,5,8,3,10,7,7,0,2,4,3,4,3,1,3,5,4,5,4,1,5,1,3,2,5,3,4,4,2,4,1,3,2,5,4,1,3,4,2,4,2,1,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,4,5,1,5,4,5,1,4,5,5,1,5,5,5,1,5,5,998,2,1,8,7,1,1,1,10,8,8,5,5,5,1,10,10,5,4,5,3,100,5,100,,,5,100,10,10,10,10,10,71,31,5,1987,101,7044,5100,U,24,0.578231292517007,1.72941176470588,,,,99964,,99964,7,10,31,,,,7,10,31,1,1.11528828514746,1.39207599037572,1.17578671411397,1.04437953684833,1306
5,1987,0,100,100,100,100,1,1,800,11,650,8,200,2,3,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,5,5,1,1,5,5,5,3,3,1,5,1,2,1,5,1,5,5,5,5,5,5,5,5,1,8,7,4,6,4,2,5,5,7,7,4,5,4,2,5,5,5,100,10,1,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,2,1,8,8,1,1,1,1,9,1,9,1,3,9,10,7,9,5,9,3,1,2,4,3,3,2,2,2,2,1,1,2,2,3,4,3,3,3,1,2,3,2,2,2,1,2,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,1,3,1,3,1,2,3,5,5,3,2,3,2,4,2,3,3,4,2,3,4,4,3,4,2,5,5,2,3,5,3,3,2,4,4,2,2,2,3,2,2,2,8,1,1,1,3,1,3,1,1,2,1,1,1,3,3,1,2,4,3,5,7,2,7,8,7,1,4,3,1,4,1,1,2,5,4,4,4,3,4,8,8,2,4,3,4,4,2,5,2,2,3,5,4,2,10,10,10,10,10,10,10,10,10,4,4,3,4,3,2,3,5,3,10,10,10,10,10,10,10,10,10,2,3,5,1,4,5,4,1,2,5,5,1,5,5,5,1,5,5,998,4,1,88,88,2,2,1,10,5,5,5,5,1,1,10,1,5,4,5,1,8,1,18,,,10,100,10,10,1,2,4,1,24,3,1987,101,7274,5100,U,24,0.524390243902439,1.90697674418605,52,2,1,99920,32250,99920,6,9,2,3,4,133,6,9,2,1,1.34166714325103,1.84443860735212,1.25362027061102,0.764057188543655,1311
1,1980,0,100,100,100,100,3,1,200,2,600,6,641,6,651,8,1,5,5,5,5,1,1,5,5,5,5,5,5,5,1,1,1,5,5,2,5,5,5,1,5,5,5,5,5,1,7,7,3,6,5,2,3,1,5,5,1,5,1,5,5,5,5,5,4,6,9,6,5,5,0,3,5,7,9,6,8,8,0,6,9,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,2,5,10,10,5,2,9,8,1,9,8,1,7,2,7,7,2,3,9,8,1,2,3,4,14,3,3,3,2,2,1,2,2,1,5,4,8,3,2,2,2,2,2,2,1,2,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,1,1,1,4,2,5,3,1,2,5,2,4,4,2,3,2,5,5,2,3,2,2,3,2,4,1,1,4,2,1,1,4,1,1,4,2,2,4,4,2,3,2,2,2,8,1,3,3,3,1,3,1,1,1,1,3,1,3,3,1,2,5,4,5,6,3,7,10,10,0,3,3,3,4,2,1,2,5,4,4,2,3,4,1,3,2,5,3,4,4,2,4,2,1,2,5,4,2,10,10,10,10,10,10,10,10,10,3,4,2,5,5,1,2,5,5,10,10,10,10,10,10,10,10,10,2,4,5,1,5,2,4,1,3,5,5,1,5,5,5,1,5,5,998,1,88,88,7,12,15,2,10,5,5,1,5,5,1,10,10,1,3,5,2,100,1,18,,,3,100,4,3,10,10,4,1,13,6,1980,101,7172,5100,U,31,0.462365591397849,2.16279069767442,52,2,1,24532,,24532,3,4,132,,,,3,4,132,1,1.21935616745874,0.7732811535106,1.32460157693394,1.71509053156926,1424
5,1974,1,1,100,100,100,2,1,905,16,200,2,640,6,650,8,5,5,1,5,5,1,1,5,5,5,5,5,5,5,1,5,5,5,5,3,1,5,5,1,1,5,5,5,5,5,3,7,3,1,5,2,3,5,10,10,10,10,10,10,10,10,10,10,1,5,9,6,3,1,1,2,3,5,8,5,3,1,1,4,7,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,2,2,2,2,10,2,2,2,2,88,88,8,88,8,2,88,8,88,1,9,5,1,4,3,2,9,1,3,2,2,1,2,2,2,3,4,4,4,3,3,2,3,2,3,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,3,3,2,1,3,4,5,5,2,4,4,5,3,4,5,5,1,3,1,2,2,1,3,5,5,2,1,3,2,3,5,3,1,3,4,2,2,2,3,4,9,1,3,3,1,1,1,1,1,3,3,3,1,3,2,1,3,6,5,7,8,3,10,10,9,1,4,4,2,4,1,1,2,4,4,4,2,2,4,1,3,2,4,3,3,3,2,4,2,2,2,4,4,2,10,10,10,10,10,10,10,10,10,4,4,4,4,2,1,2,5,3,10,10,10,10,10,10,10,10,10,1,2,3,1,5,3,3,1,1,5,5,1,5,5,5,1,5,5,998,8,88,88,7,8,14,3,3,1,5,5,5,1,1,10,1,1,4,5,1,10,1,18,,,14,100,10,10,1,3,3,1,21,2,1974,101,9309,5100,G,37,0.361538461538462,2.76595744680851,52,2,1,99940,24197,99940,6,9,3,2,4,132,6,9,3,1,0.59406588824066,0.809675517835114,0.610309564929218,0.637384330276898,1424
5,1974,1,1,100,100,100,2,1,200,2,393,,678,6,630,6,5,5,5,5,5,1,1,5,5,1,5,5,5,5,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,5,5,1,3,1,1,2,1,1,1,5,5,1,5,5,5,5,1,5,4,6,7,2,7,3,0,3,6,6,8,1,7,3,0,3,8,1,4,2,100,3,1,88,1,2,2,7,2,2,3,4,5,3,9,100,100,100,100,100,100,100,100,100,100,100,100,4,3,4,3,3,2,4,4,5,2,1,8,9,12,2,2,3,2,1,2,2,2,3,4,4,4,8,4,4,4,4,8,2,1,1,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,1,8,8,2,2,2,1,2,5,5,4,8,5,8,2,5,2,4,1,1,2,1,8,4,2,2,4,5,2,2,5,5,2,3,5,4,4,3,2,8,3,2,2,9,1,8,1,1,1,1,1,1,3,1,1,1,8,2,1,2,4,5,6,9,4,10,10,8,1,3,4,3,4,4,2,3,5,4,4,2,1,4,1,2,2,5,4,3,4,2,5,2,1,2,5,4,1,3,5,4,5,3,1,2,5,4,10,10,10,10,10,10,10,10,10,4,2,1,5,1,3,3,5,4,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,998,2,1,8,7,8,13,2,10,1,5,5,5,5,1,10,10,1,4,5,1,10,1,18,5,22,1,100,3,2,10,10,3,71,30,4,1974,101,7010,5100,G,37,0.361538461538462,2.76595744680851,,,,24197,,24197,2,4,132,,,,2,4,132,1,0.59406588824066,0.809675517835114,0.610309564929218,0.637384330276898,1760
1,1987,0,100,100,100,100,3,1,200,2,600,6,800,11,3,,1,5,5,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,2,1,5,5,5,5,1,1,1,1,1,7,7,6,3,5,3,2,1,5,5,5,5,1,5,5,5,5,5,3,3,8,9,2,9,5,8,0,1,7,7,2,9,6,9,0,5,100,10,3,3,1,8,7,9,7,7,9,3,5,9,5,5,9,100,100,100,100,100,100,100,100,100,100,100,100,8,7,4,7,7,1,7,9,5,2,1,4,3,1,1,1,2,1,2,1,1,4,3,2,3,3,2,1,2,3,2,3,1,1,1,1,2,1,2,2,2,1,3,2,1,2,2,1,1,3,2,3,1,2,2,2,1,4,1,5,3,4,1,3,2,1,2,1,5,1,4,3,5,4,1,1,3,2,5,1,5,5,3,4,1,1,1,2,1,4,5,5,2,1,3,2,2,3,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,4,6,8,3,10,10,6,0,3,4,3,4,8,1,3,5,3,4,3,3,4,1,8,2,5,2,4,4,3,5,3,2,3,3,4,2,10,10,10,10,10,10,10,10,10,3,2,2,4,3,1,2,5,2,5,3,1,5,1,3,2,5,2,10,10,10,10,10,10,10,10,10,5,5,1,5,5,5,1,5,5,998,2,1,8,7,4,10,2,10,1,5,5,5,5,1,10,10,1,4,5,4,100,5,100,,,16,100,10,10,1,1,4,1,19,7,1987,147,7708,5100,U,24,0.578231292517007,1.72941176470588,55,1,1,99990,52204,99990,6,,,7,10,31,6,,,1,2.42683898825865,1.39207599037572,1.93651655477481,1.71509053156926,1902
5,1973,1,1,100,100,100,1,1,641,6,671,6,654,8,904,16,5,5,5,1,5,1,5,5,5,5,1,5,5,5,1,1,1,5,5,1,1,5,5,5,5,1,1,1,1,1,4,7,3,1,4,2,3,1,5,5,5,5,5,5,5,5,1,5,3,5,10,6,4,6,0,4,7,3,10,6,3,6,2,5,9,5,100,10,2,1,2,100,100,100,100,100,100,100,100,100,100,100,100,8,2,5,2,2,5,88,10,8,8,10,10,2,7,2,9,7,9,7,1,5,3,2,2,1,7,3,1,2,1,1,2,2,2,5,4,4,5,4,2,2,2,2,1,3,2,2,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,2,1,4,2,2,2,2,2,4,5,5,4,2,2,1,4,5,5,5,5,1,5,3,3,1,1,5,3,2,1,3,1,2,5,5,3,3,2,2,3,1,2,2,3,1,2,3,3,1,1,1,1,1,1,1,1,1,3,3,2,5,8,5,4,9,2,3,1,10,3,3,3,3,2,1,2,3,3,3,3,2,3,1,3,2,3,3,4,4,3,4,2,1,3,5,4,2,10,10,10,10,10,10,10,10,10,4,5,2,3,3,1,2,5,5,10,10,10,10,10,10,10,10,10,3,3,4,1,5,3,3,1,4,5,5,1,5,5,1,1,5,5,998,2,1,88,7,10,10,2,10,8,5,5,5,5,1,10,10,1,3,6,1,8,1,18,3,20,16,100,10,10,1,2,4,71,17,11,1973,147,7473,5100,U,37,0.361538461538462,2.76595744680851,,,,99990,24512,99990,6,,,2,3,132,6,,,1,0.682528382843631,0.809675517835114,0.710857624810889,0.764057188543655,1923
5,1978,1,1,100,100,100,1,1,200,2,670,6,90,17,800,11,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,5,3,5,5,5,5,1,5,5,1,1,5,5,3,1,3,5,1,2,1,5,1,5,1,5,5,5,5,5,5,2,8,7,4,7,4,2,4,5,9,9,5,7,6,2,5,8,5,100,10,1,3,2,100,100,100,100,100,100,100,100,100,100,100,100,1,2,1,1,88,5,1,4,8,10,10,10,4,8,4,10,7,4,1,9,3,2,1,3,4,12,3,3,3,2,1,2,2,2,4,3,8,4,3,3,2,2,2,2,2,2,2,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,2,1,1,2,5,5,4,4,3,4,2,4,4,2,2,3,4,2,3,4,3,2,2,4,5,2,4,5,5,2,4,2,3,2,2,3,3,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,4,5,7,3,7,8,6,2,4,4,2,4,2,1,3,5,4,4,4,2,4,2,3,2,4,4,4,4,3,5,3,3,3,5,4,2,10,10,10,10,10,10,10,10,10,5,5,3,5,3,1,3,5,5,10,10,10,10,10,10,10,10,10,1,1,3,1,4,3,3,1,1,5,5,1,5,5,5,1,5,5,998,8,1,88,7,2,11,4,1,1,5,5,5,1,5,10,5,10,4,5,2,100,5,100,,,2,88,1,1,10,10,4,1,6,12,1978,147,7064,5100,U,32,0.394495412844037,2.53488372093023,55,1,1,52201,,52201,3,5,134,,,,3,5,134,1,1.58320191218332,0.809675517835114,1.52994583486176,1.71509053156926,1971
5,1971,3,1,2,100,100,2,1,654,8,671,6,630,6,641,6,5,5,5,5,1,1,5,5,5,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,1,1,1,1,5,5,0,3,1,1,2,1,1,5,5,5,5,5,5,5,5,1,5,1,9,9,2,7,2,0,0,9,9,8,1,9,0,0,0,8,5,100,10,9,2,2,100,100,100,100,100,100,100,100,100,100,100,100,1,10,1,88,88,1,1,1,8,88,88,8,10,10,88,10,7,10,7,1,8,1,1,2,1,1,1,4,1,3,1,1,2,2,2,8,4,5,5,3,2,3,2,2,1,1,1,2,2,1,2,3,3,3,3,1,3,2,2,2,8,3,1,3,2,1,2,1,2,2,2,1,1,3,5,5,8,3,1,5,8,5,5,3,5,3,1,4,3,4,8,5,4,5,5,4,5,5,5,5,1,4,2,2,3,1,5,2,3,3,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,3,8,2,7,8,9,0,4,5,2,3,2,1,1,5,3,5,2,2,4,2,2,1,5,4,3,2,2,4,2,2,1,5,3,1,3,3,2,4,2,1,1,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,2,4,2,5,4,5,1,2,5,5,1,5,5,1,1,5,5,998,8,88,88,88,5,11,2,10,5,5,5,5,1,1,10,1,5,3,6,1,10,1,11,,11,2,32,3,2,10,10,1,71,1,10,1971,147,7024,5100,G,39,0.361538461538462,2.76595744680851,,,,22306,,22306,3,4,132,,,,3,4,132,1,0.77735598527719,1.1042087208141,0.833954338829014,0.637384330276898,2000
5,1943,0,100,100,100,100,4,1,200,2,810,11,540,12,3,,5,5,1,1,5,1,5,5,5,5,5,5,5,5,1,1,5,5,5,2,1,5,5,5,1,5,8,5,1,8,7,5,3,3,1,2,2,1,1,5,5,5,5,5,5,5,5,5,7,6,8,11,5,11,2,5,6,4,7,11,4,5,2,8,7,5,100,10,2,3,2,100,100,100,100,100,100,100,100,100,100,100,100,88,88,88,2,2,2,1,1,2,10,1,1,7,7,1,10,7,6,88,1,8,1,2,2,1,7,3,3,2,2,8,2,2,2,4,4,3,4,4,3,2,8,2,2,2,2,2,2,2,1,1,3,3,2,3,1,3,2,2,2,2,2,2,3,2,2,2,1,2,4,2,2,2,2,3,5,3,3,4,4,2,3,8,2,2,4,3,2,2,3,8,2,2,4,8,2,2,4,2,2,3,3,3,2,3,3,2,2,2,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,7,4,2,6,4,1,2,9,4,3,2,1,8,1,2,4,3,4,2,1,3,8,2,3,4,3,3,3,2,4,8,2,3,4,4,1,4,2,1,3,8,1,2,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,4,2,8,4,4,2,3,5,5,1,5,5,1,1,5,5,998,8,1,88,7,2,2,1,10,5,5,5,5,5,5,10,10,10,4,3,1,8,1,11,,11,9,100,10,10,1,3,10,71,2,4,1943,147,5902,5100,F,68,0.43010752688172,2.325,,,,99911,32311,99911,6,9,32,3,4,133,6,9,32,1,1.08159863323769,1.38393807411194,1.16087517413244,0.764057188543655,2000
5,1986,0,100,100,100,100,3,1,800,11,677,6,550,12,210,3,5,5,1,1,5,5,5,5,5,5,1,5,5,5,1,1,1,5,5,1,5,5,5,5,1,5,1,1,5,1,3,6,3,4,1,9,3,1,1,5,5,1,5,5,5,5,5,5,4,7,4,0,7,0,0,0,9,6,6,1,5,1,0,0,6,1,9,2,100,3,1,2,7,2,2,7,2,88,88,88,88,5,9,100,100,100,100,100,100,100,100,100,100,100,100,88,88,88,88,7,88,7,9,3,1,2,1,1,2,9,9,9,2,1,2,2,2,8,4,8,4,3,8,2,3,2,2,2,1,8,2,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,2,1,1,4,2,2,1,3,4,5,5,4,2,4,2,3,3,2,3,4,2,3,2,4,3,2,1,5,5,2,3,4,4,4,4,4,5,4,2,3,2,2,3,2,7,1,8,1,8,1,8,1,1,2,1,1,1,8,8,1,1,1,3,6,10,3,10,9,9,1,4,5,2,4,2,1,2,5,4,4,2,1,4,1,2,1,5,4,3,3,1,3,1,1,1,5,5,2,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,4,4,2,1,4,1,2,1,5,5,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,998,8,88,88,7,88,88,1,10,5,5,5,5,5,1,10,10,5,3,5,3,100,5,100,,,5,100,10,10,10,10,10,71,30,7,1986,147,8121,5100,U,25,0.455555555555556,2.19512195121951,61,2,4,99964,,99964,7,10,31,,,,7,10,31,1,0.747216742954427,0.809675517835114,0.92893085861259,1.04437953684833,2000
5,1989,0,100,100,100,100,1,1,800,11,646,6,210,3,714,15,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,2,1,5,5,5,1,5,1,1,1,5,7,7,5,1,3,2,5,5,10,10,10,10,10,10,10,10,10,10,13,5,10,5,5,3,1,7,6,3,9,3,3,88,1,6,4,1,2,2,100,3,1,4,7,6,1,7,1,2,8,4,5,8,1,100,100,100,100,100,100,100,100,100,100,100,100,2,8,3,1,6,4,7,9,3,3,1,2,4,13,1,1,1,2,2,2,2,2,2,3,4,4,4,3,2,2,2,2,1,1,1,1,1,1,2,3,3,1,2,2,3,2,2,2,2,3,1,8,2,1,1,2,2,1,2,4,1,4,1,5,1,1,1,3,2,4,2,3,4,3,2,1,2,3,8,2,1,4,4,1,2,5,3,1,4,3,4,4,2,1,2,3,2,2,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,4,5,7,3,8,10,8,0,4,4,2,5,2,1,3,8,3,5,3,2,5,1,8,1,5,3,3,3,2,3,8,8,4,8,4,1,3,3,1,5,2,1,2,4,4,10,10,10,10,10,10,10,10,10,5,3,2,4,2,3,1,5,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,998,1,88,8,7,1,1,4,8,5,5,5,5,5,1,10,10,1,4,5,1,9,5,100,,,5,100,10,10,10,10,10,1,19,10,1989,101,7540,5100,U,21,0.524390243902439,1.90697674418605,67,2,3,99964,,99964,7,10,31,,,,7,10,31,1,1.24155484370152,1.84443860735212,1.25362027061102,0.764057188543655,2100
5,1983,0,100,100,100,100,1,1,200,2,670,6,654,8,9,,5,5,5,1,5,5,1,5,5,1,5,5,5,5,1,1,1,5,5,2,1,5,5,5,1,5,5,1,1,5,4,7,3,4,1,4,4,1,5,1,5,5,5,5,5,5,5,5,4,8,9,4,9,3,0,3,6,7,9,4,9,3,0,3,7,5,100,10,2,3,1,2,8,9,9,7,9,2,5,4,8,5,4,100,100,100,100,100,100,100,100,100,100,100,100,10,8,4,10,7,4,4,9,3,2,1,3,4,6,2,4,9,2,3,1,2,2,1,3,3,4,3,3,2,2,2,2,1,1,1,2,2,1,1,3,3,3,3,2,3,2,2,2,2,3,1,3,2,2,1,2,2,4,2,2,3,2,4,4,4,3,3,4,3,4,4,3,2,4,2,5,2,3,3,2,2,4,5,2,3,4,4,2,1,2,4,4,2,4,3,3,1,2,8,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,4,5,1,6,9,6,0,4,4,2,4,2,1,3,5,4,4,4,2,5,1,4,3,5,5,4,4,3,5,2,3,3,5,5,2,10,10,10,10,10,10,10,10,10,4,4,2,4,2,2,3,4,4,3,3,2,4,2,4,2,4,3,10,10,10,10,10,10,10,10,10,5,5,1,5,5,1,1,5,5,998,2,1,88,7,4,4,1,10,1,5,5,5,5,1,10,10,5,4,5,1,8,1,11,,11,1,100,3,2,10,10,4,1,25,4,1983,101,7469,5100,U,28,0.455555555555556,2.19512195121951,72,2,3,32311,,32311,3,4,133,,,,3,4,133,1,0.892345579260598,0.809675517835114,0.710857624810889,0.764057188543655,2100
5,1960,1,0,0,1,100,2,1,200,2,654,8,800,11,641,6,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,5,1,1,1,5,1,7,7,3,5,1,9,3,1,1,5,5,5,5,5,5,5,5,5,1,7,7,5,7,5,0,5,8,7,7,5,5,7,2,7,8,1,1,2,100,3,2,100,100,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,1,1,1,8,1,1,7,1,7,1,1,7,1,7,9,3,2,1,3,4,11,2,2,1,2,1,1,2,2,3,4,4,4,3,3,2,3,2,2,3,2,2,2,2,1,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,1,2,4,5,4,3,2,4,2,4,3,4,4,5,2,3,2,3,8,2,5,1,5,1,3,4,4,3,4,3,4,4,2,4,4,2,1,3,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,7,10,2,8,10,9,0,4,4,2,4,8,1,2,5,4,3,3,2,4,2,3,3,4,4,3,3,2,5,3,3,3,5,5,2,10,10,10,10,10,10,10,10,10,4,4,2,4,3,1,2,5,5,10,10,10,10,10,10,10,10,10,2,2,5,1,3,2,4,1,2,5,5,1,5,5,5,1,5,5,998,8,1,8,7,6,11,3,4,1,5,5,5,1,1,10,5,1,4,4,1,8,1,9,,9,1,100,3,3,10,10,3,1,27,2,1960,101,9302,5100,G,51,0.356521739130435,2.80487804878049,72,2,3,33202,,33202,3,4,133,,,,3,4,133,1,0.697946420482243,1.02435213454226,0.865493958631012,0.764057188543655,2100
